This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"SE855","SCE S Linden",-116.4999,33.7944,108,"MESOWEST","234857"
"SE860","SCE Elm Ave",-116.9844,33.9467,797,"MESOWEST","234858"
"SE869","SCE E Blaine",-117.3064,33.9835,409,"MESOWEST","234859"
"SE822","SCE Santa An",-117.4873,33.9609,226,"MESOWEST","234860"
"SE827","SCE Swan Dr",-118.1058,34.5560,835,"MESOWEST","234861"
"SE848","SCE Elm Ave",-116.9842,33.9433,792,"MESOWEST","234862"
"SE849","SCE Vacation",-117.2693,33.6984,423,"MESOWEST","234864"
"SE830","SCE Temescal",-117.4873,33.7816,288,"MESOWEST","234865"
"SE819","SCE Falset S",-118.1475,34.5751,899,"MESOWEST","234867"
"SE863","SCE N Pepper",-117.4133,34.0061,266,"MESOWEST","234868"
"SE868","SCE Mulholla",-118.7148,34.1067,184,"MESOWEST","234869"
"SE814","SCE Santa An",-117.7492,33.8763,117,"MESOWEST","234870"
"SE876","SCE-2864",-119.2640,34.2835,114,"MESOWEST","234871"
"SE856","SCE Whitney",-117.4630,33.9943,264,"MESOWEST","234872"
"SE840","SCE Scotch L",-117.2625,34.0238,441,"MESOWEST","234873"
"SE816","SCE El Camin",-117.5495,33.3691,41,"MESOWEST","234874"
"SE878","SCE-2868",-117.7743,33.5559,28,"MESOWEST","234875"
"SE841","SCE MT Rushm",-117.5182,33.9415,290,"MESOWEST","234876"
"SE851","SCE Thunder",-117.4366,33.9896,360,"MESOWEST","234877"
"SE874","SCE-2860",-117.8251,33.9111,187,"MESOWEST","234878"
"SE875","SCE-2852",-118.9408,34.4209,198,"MESOWEST","234879"
"SE824","SCE 47th ST",-118.0454,34.5445,838,"MESOWEST","234880"
"SE831","SCE Gail Mtw",-117.7181,34.1378,501,"MESOWEST","234881"
"SE817","SCE Gordan R",-117.8290,34.1397,288,"MESOWEST","234882"
"SE820","SCE W City R",-118.1450,34.5678,865,"MESOWEST","234883"
"SE862","SCE Margueri",-116.4755,33.7997,101,"MESOWEST","234884"
"SE873","SCE-2855",-119.2681,34.4362,238,"MESOWEST","234885"
"SE847","SCE Avalon A",-116.9791,33.9447,804,"MESOWEST","234886"
"SE883","SCE-2857",-118.2014,34.1882,447,"MESOWEST","234887"
"SE842","SCE Casa Bon",-117.2564,33.6917,462,"MESOWEST","234888"
"SE871","SCE-2919",-116.9673,33.7231,486,"MESOWEST","234889"
"SE846","SCE Inland E",-117.3984,34.1614,494,"MESOWEST","234890"
"SE867","SCE-2904",-118.6553,34.0905,467,"MESOWEST","234891"
"SE832","SCE Valley V",-117.2711,34.0468,371,"MESOWEST","234892"
"SE865","SCE Crown Ra",-117.5665,33.8200,454,"MESOWEST","234893"
"SE885","SCE Kilkare",-117.0062,34.1012,1084,"MESOWEST","234941"
"MINCM","NCMC",-84.9371,45.3558,233,"MESOWEST","234956"
"MIWMT","Williamsburg",-85.4445,44.8153,213,"MESOWEST","234979"
"KE41","REAGAN COUNT",-101.4725,31.1989,824,"ASOS","234982"
"MSS18","Cleveland",-90.8152,33.7585,41,"MESOWEST","234994"
"MSS21","MS Delta 202",-88.9983,34.1382,147,"MESOWEST","234996"
"SE887","SCE S Spring",-117.8815,34.0546,203,"MESOWEST","234997"
"SE886","SCE Meadowvi",-117.1203,33.5379,366,"MESOWEST","234998"
"SE888","SCE San Fran",-118.5443,34.4860,395,"MESOWEST","235010"
"MSS24","MS Delta 202",-90.8974,33.4168,38,"MESOWEST","235022"
"MSS23","MS Delta 202",-90.4015,34.7345,58,"MESOWEST","235023"
"MSS25","MS Delta 202",-90.2316,33.6974,41,"MESOWEST","235024"
"MSS26","MS Delta 202",-91.0966,33.0407,33,"MESOWEST","235025"
"SE892","SCE Copper H",-118.5426,34.4616,418,"MESOWEST","235026"
"SE893","SCE Jakes Wa",-118.4356,34.4167,454,"MESOWEST","235027"
"SE891","SCE Newton A",-117.0610,33.5305,425,"MESOWEST","235030"
"SE896","SCE Water Fa",-117.6856,34.1271,497,"MESOWEST","235044"
"SE895","SCE Wyman Rd",-117.2436,33.5896,392,"MESOWEST","235045"
"SE894","SCE Auld Val",-117.0700,33.5968,458,"MESOWEST","235046"
"SE898","SCE Woodrose",-117.7416,33.9974,258,"MESOWEST","235047"
"SE899","SCE Vista Va",-118.5666,34.3820,397,"MESOWEST","235048"
"SE897","SCE Saugus H",-118.5381,34.4181,383,"MESOWEST","235049"
"SE900","SCE E Franci",-117.9138,34.0503,139,"MESOWEST","235062"
"SE901","SCE Big Dalt",-117.8599,34.1234,222,"MESOWEST","235063"
"SE902","SCE Redlands",-117.1566,33.9307,516,"MESOWEST","235064"
"SE903","SCE Proctor",-117.5273,33.9426,219,"MESOWEST","235077"
"SE904","SCE West Col",-117.3528,34.0599,310,"MESOWEST","235118"
"SE905","SCE Holmes W",-117.0178,34.0021,845,"MESOWEST","235119"
"NHASL","Ashland I-93",-71.6508,43.7103,183,"MESOWEST","235120"
"008NH","Nashua FEE E",-71.4569,42.7318,92,"MESOWEST","235127"
"NHLTN","Littleton I-",-71.8718,44.3276,265,"MESOWEST","235128"
"006NH","89 S Warner",-71.8375,43.2900,137,"MESOWEST","235131"
"NHSFD","Springfield",-72.1014,43.4664,427,"MESOWEST","235133"
"NHWOD","Woodstock I-",-71.6751,43.9700,207,"MESOWEST","235138"
"NHSLM","Salem I-93",-71.2210,42.7540,26,"MESOWEST","235140"
"NHWEM","Westmoreland",-72.3692,42.9272,349,"MESOWEST","235142"
"NHCAN","Canterbury I",-71.6093,43.3721,178,"MESOWEST","235145"
"010NH","NH 124 New I",-71.8269,42.7502,280,"MESOWEST","235146"
"NHFN1","Lafayette",-71.6822,44.1430,539,"MESOWEST","235147"
"NHLBY","Dover Rt. 16",-70.8222,43.1160,9,"MESOWEST","235151"
"SE908","SCE Evans Rd",-117.2089,33.8487,442,"MESOWEST","235173"
"SE907","SCE Yucca Rd",-117.2636,33.8120,580,"MESOWEST","235174"
"SE909","SCE Ironwood",-117.1802,33.9466,559,"MESOWEST","235175"
"SE910","SCE Normandy",-117.2174,33.6851,429,"MESOWEST","236800"
"SE911","SCE Potomac",-117.1756,33.6914,432,"MESOWEST","236801"
"SE912","SCE Bellamo",-117.2438,33.7802,482,"MESOWEST","236802"
"SE906","SCE Dix Cany",-118.6089,34.0736,445,"MESOWEST","236824"
"SE913","SCE Domenigo",-117.1002,33.6892,461,"MESOWEST","236825"
"SE914","SCE Black Wa",-116.9333,33.7596,504,"MESOWEST","236845"
"SE915","SCE-3023",-117.1591,33.9619,624,"MESOWEST","236846"
"SE916","SCE-2914",-117.8341,34.0911,207,"MESOWEST","236905"
"SE919","SCE-2995",-117.1368,33.5875,399,"MESOWEST","236930"
"SE918","SCE-2990",-118.9360,34.1976,269,"MESOWEST","236931"
"SE917","SCE-2975",-117.0365,33.9850,743,"MESOWEST","236932"
"SE920","SCE-3018",-117.2327,33.6003,426,"MESOWEST","236933"
"SE922","SCE-2964",-118.6242,35.0760,1187,"MESOWEST","236954"
"SE921","SCE-2999",-118.8707,34.2792,163,"MESOWEST","236955"
"SE923","SCE-2950",-118.6023,35.0908,1188,"MESOWEST","237000"
"SE924","SCE-2978",-117.1912,34.0857,397,"MESOWEST","237025"
"SE925","SCE-2988",-117.3144,34.0420,324,"MESOWEST","237026"
"KFPY","PERRY-FOLEY",-83.5736,30.0719,13,"ASOS","237029"
"KMJD","PICAYUNE MUN",-89.6512,30.4875,16,"ASOS","237030"
"SE928","SCE-2953",-118.6336,36.1803,2014,"MESOWEST","237246"
"SE926","SCE-2989",-118.8466,34.1664,309,"MESOWEST","237247"
"SE927","SCE-2983",-118.7708,34.1443,275,"MESOWEST","237248"
"SE929","SCE-2996",-117.3293,34.1146,350,"MESOWEST","237249"
"SE932","SCE-2982",-118.7635,34.1469,270,"MESOWEST","237266"
"SE818","SCE-2784",-119.3065,37.1994,910,"MESOWEST","237268"
"SE930","SCE-2974",-119.2892,37.1655,1756,"MESOWEST","237269"
"SE931","SCE-2980",-117.0910,34.0210,631,"MESOWEST","237270"
"SE933","SCE-3001",-117.1270,33.5913,408,"MESOWEST","237271"
"SE934","SCE-3007",-117.3400,34.1183,364,"MESOWEST","237279"
"SE935","SCE-2998",-117.1454,33.4815,312,"MESOWEST","237323"
"SE936","SCE-3019",-117.2259,34.0368,405,"MESOWEST","237324"
"SE937","SCE-2987",-117.2421,33.5818,362,"MESOWEST","237333"
"SE938","SCE-2991",-117.2355,33.5622,345,"MESOWEST","237334"
"SE939","SCE Virginia",-119.1776,38.1171,2392,"MESOWEST","237348"
"SE940","SCE-2981",-117.3077,33.6743,453,"MESOWEST","237349"
"SE942","SCE-3093",-117.2984,34.1531,375,"MESOWEST","237361"
"SE941","SCE-2979",-117.7958,33.6483,49,"MESOWEST","237362"
"SE944","SCE-3087",-117.1347,33.7755,567,"MESOWEST","237376"
"SE945","SCE-3005",-117.8561,34.0563,322,"MESOWEST","237377"
"SE943","SCE-3081",-117.1824,33.7721,432,"MESOWEST","237378"
"SE947","SCE-2994",-117.1194,33.5726,391,"MESOWEST","237422"
"SE948","SCE-2993",-117.0032,33.9947,976,"MESOWEST","237423"
"WACDV","Devils Gate",-107.1952,42.4621,1807,"MESOWEST","237431"
"SE950","SCE-2985",-117.2258,33.5923,414,"MESOWEST","237436"
"SE951","SCE-2976",-118.0078,33.9631,117,"MESOWEST","237437"
"SE949","SCE-2977",-118.3567,33.9951,138,"MESOWEST","237438"
"SE952","SCE-2903",-117.8460,33.6256,61,"MESOWEST","237452"
"SE953","SCE-2986",-117.1636,34.0283,549,"MESOWEST","237453"
"SE955","SCE-2997",-117.1661,34.0259,565,"MESOWEST","237454"
"SE954","SCE-2992",-117.8395,33.6287,66,"MESOWEST","237455"
"OLDSD","Old Castle",-117.0857,33.2626,363,"MESOWEST","237457"
"SE956","SCE-2923",-117.1651,34.0814,435,"MESOWEST","237458"
"SE957","SCE-2984",-117.0270,33.9605,747,"MESOWEST","237459"
"SE958","SCE-2902",-117.8535,34.0488,244,"MESOWEST","237493"
"SE959","SCE-2913",-117.8478,34.1252,256,"MESOWEST","237494"
"SE960","SCE-3069",-117.4222,33.9805,226,"MESOWEST","237495"
"SE961","SCE-2874",-117.2065,33.7559,430,"MESOWEST","237504"
"SE964","SCE-3062",-116.9345,33.7526,545,"MESOWEST","237505"
"SE963","SCE-2917",-117.1742,33.9442,555,"MESOWEST","237506"
"SE962","SCE-3097",-117.7447,33.9942,229,"MESOWEST","237507"
"SE966","SCE-3074",-117.2100,33.7867,432,"MESOWEST","237520"
"SE965","SCE-2922",-117.1781,33.6270,491,"MESOWEST","237521"
"HAGSD","Harmony Grov",-117.1305,33.0978,177,"MESOWEST","237537"
"NMRSD","North Miller",-117.0338,33.2559,472,"MESOWEST","237538"
"SE967","SCE-2872",-116.9076,33.7627,515,"MESOWEST","237540"
"SE968","SCE-3067",-116.9504,33.7590,501,"MESOWEST","237541"
"SE969","SCE-2854",-117.1964,33.5230,340,"MESOWEST","237550"
"SE970","SCE-2856",-117.1818,33.5403,326,"MESOWEST","237551"
"SE972","SCE-3098",-117.1557,33.7062,476,"MESOWEST","237552"
"SE971","SCE-3070",-117.1715,33.6646,449,"MESOWEST","237553"
"MWGSD","Mt Woodson G",-116.9720,33.0168,523,"MESOWEST","237591"
"SE974","SCE-3096",-118.5590,34.4496,356,"MESOWEST","237592"
"SE973","SCE-2944",-118.5286,34.4295,368,"MESOWEST","237593"
"SE975","SCE-2905",-118.6052,34.0903,232,"MESOWEST","237615"
"SE976","SCE-2942",-118.4648,34.4297,430,"MESOWEST","237616"
"LOGSD","Longs Gulch",-116.8748,32.9602,510,"MESOWEST","237641"
"UDRSD","Upper Daily",-117.0422,33.2020,500,"MESOWEST","237642"
"SE978","SCE-3072",-118.4027,34.4295,504,"MESOWEST","237643"
"SE977","SCE-3083",-118.4989,34.3665,133,"MESOWEST","237644"
"SE979","SCE-2933",-118.5852,34.4481,380,"MESOWEST","237645"
"SE946","SCE-3099",-118.5414,34.4151,108,"MESOWEST","237660"
"SE983","SCE-3078",-117.0408,33.9431,211,"MESOWEST","237661"
"SE980","SCE-2948",-119.1176,34.2930,14,"MESOWEST","237662"
"SE981","SCE-3080",-117.3243,34.0434,84,"MESOWEST","237663"
"SE884","SCE Millard",-116.8078,33.9308,644,"MESOWEST","237664"
"SE982","SCE-2900",-119.0789,34.0990,1,"MESOWEST","237665"
"CDVSD","Calle De Vis",-117.0232,33.2198,487,"MESOWEST","237671"
"SE986","SCE-3073",-118.4762,34.4339,153,"MESOWEST","237677"
"SE987","SCE-3085",-118.8050,34.1572,97,"MESOWEST","237678"
"SE985","SCE-2951",-118.5182,34.7244,336,"MESOWEST","237679"
"SE984","SCE-3055",-118.8390,34.1771,84,"MESOWEST","237680"
"CVYSD","Cool Valley",-116.9935,33.2653,549,"MESOWEST","237685"
"SE988","SCE-3079",-118.6061,35.1295,362,"MESOWEST","237711"
"TAVSD","Tavern",-116.7855,32.8458,545,"MESOWEST","237723"
"SE989","SCE-2853",-117.8498,34.0728,65,"MESOWEST","237724"
"SE995","SCE-3088",-117.8360,34.1561,109,"MESOWEST","237725"
"SE996","SCE Corral C",-118.7538,34.0644,558,"MESOWEST","237726"
"SE990","SCE-2938",-117.8687,34.0608,56,"MESOWEST","237727"
"SE991","SCE-2957",-118.6262,34.2721,130,"MESOWEST","237728"
"SE994","SCE-2959",-118.9227,34.2060,181,"MESOWEST","237729"
"SE992","SCE-3075",-117.8438,33.9762,69,"MESOWEST","237730"
"SE993","SCE-3077",-118.6787,35.1683,412,"MESOWEST","237731"
"HAUSD","Hauser Mount",-116.5573,32.6582,972,"MESOWEST","237743"
"VCHSD","Valley Cente",-117.0394,33.2741,447,"MESOWEST","237744"
"SE998","SCE-3089",-117.8313,34.0669,91,"MESOWEST","237746"
"SE997","SCE-2963",-118.6427,34.4573,114,"MESOWEST","237747"
"DESSD","Descanso Sub",-116.6337,32.8649,1114,"MESOWEST","237761"
"001SE","SCE-3090",-117.7333,34.1255,125,"MESOWEST","237762"
"002SE","SCE-2924",-117.9091,33.9683,60,"MESOWEST","237763"
"004SE","SCE-3084",-117.8500,34.0887,65,"MESOWEST","237764"
"000SE","SCE-2941",-117.8552,34.1181,74,"MESOWEST","237765"
"SE999","SCE-2861",-117.7843,34.0750,78,"MESOWEST","237766"
"003SE","SCE-2930",-117.9138,33.9697,55,"MESOWEST","237767"
"TNTSD","Thundernut",-116.9730,33.2354,492,"MESOWEST","237786"
"BOBSD","Bob Owens Ca",-116.7013,32.6733,814,"MESOWEST","237805"
"005SE","SCE-2955",-117.9200,33.9476,51,"MESOWEST","237806"
"PVCSD","Pine Valley",-116.5313,32.8414,1120,"MESOWEST","237818"
"006SE","SCE-3076",-119.8305,34.4594,19,"MESOWEST","237819"
"009SE","SCE-3064",-117.2438,33.7937,146,"MESOWEST","237820"
"007SE","SCE-2973",-119.8223,34.4744,35,"MESOWEST","237821"
"008SE","SCE-3059",-117.3549,34.3144,304,"MESOWEST","237822"
"DLRSD","De Luz Road",-117.2837,33.4135,250,"MESOWEST","237829"
"011SE","SCE-2971",-116.7857,33.9033,511,"MESOWEST","237830"
"012SE","SCE-2972",-118.1729,34.1023,80,"MESOWEST","237831"
"016SE","SCE-2936",-117.2759,33.8445,164,"MESOWEST","237832"
"015SE","SCE-2970",-116.6198,33.9419,154,"MESOWEST","237833"
"014SE","SCE-2965",-118.3837,33.9976,19,"MESOWEST","237834"
"010SE","SCE-2966",-116.7683,33.9014,486,"MESOWEST","237835"
"013SE","SCE-2934",-117.1877,33.7287,133,"MESOWEST","237836"
"017SE","SCE-3054",-117.2820,34.3075,314,"MESOWEST","237856"
"019SE","SCE-3053",-117.6432,34.1384,158,"MESOWEST","237858"
"018SE","SCE-2931",-117.3593,34.0269,256,"MESOWEST","237859"
"025SE","SCE-3060",-117.5353,33.8254,100,"MESOWEST","237883"
"023SE","SCE-3050",-117.6330,33.9423,52,"MESOWEST","237884"
"022SE","SCE-2968",-118.3260,34.4891,231,"MESOWEST","237885"
"024SE","SCE-3057",-116.9586,33.7261,494,"MESOWEST","237886"
"026SE","SCE-3065",-117.3464,34.0524,82,"MESOWEST","237887"
"028SE","SCE-3052",-117.6756,33.9525,51,"MESOWEST","237888"
"029SE","SCE-3068",-117.3373,34.1071,109,"MESOWEST","237889"
"027SE","SCE-2947",-118.3004,34.4579,235,"MESOWEST","237890"
"030SE","SCE-3071",-117.4226,34.3353,1258,"MESOWEST","237903"
"NRASD","North Ramona",-116.8813,33.0597,472,"MESOWEST","237915"
"VHPSD","Valley Cente",-117.0107,33.2484,491,"MESOWEST","237916"
"031SE","SCE-2875",-117.3386,34.0383,97,"MESOWEST","237929"
"032SE","SCE-3058",-117.0836,34.0039,202,"MESOWEST","237930"
"033SE","SCE-2937",-117.0746,34.0130,208,"MESOWEST","237931"
"034SE","SCE-2954",-117.6207,34.4242,402,"MESOWEST","237947"
"035SE","SCE-2969",-118.5779,34.7172,356,"MESOWEST","237948"
"039SE","SCE-3092",-117.3139,34.1557,160,"MESOWEST","237986"
"036SE","SCE-2881",-117.3148,34.1680,130,"MESOWEST","237987"
"038SE","SCE-2932",-117.0524,33.9743,208,"MESOWEST","237989"
"046SE","SCE-3094",-117.1986,34.2462,503,"MESOWEST","237990"
"041SE","SCE-2949",-118.7540,34.4606,100,"MESOWEST","237991"
"037SE","SCE-2884",-117.4132,34.3804,361,"MESOWEST","237992"
"043SE","SCE-2929",-118.8588,34.3102,75,"MESOWEST","237993"
"044SE","SCE-3022",-117.3638,34.1616,138,"MESOWEST","237995"
"042SE","SCE-3086",-117.1932,34.2453,496,"MESOWEST","237996"
"048SE","SCE-2939",-118.1717,34.4764,264,"MESOWEST","238010"
"049SE","SCE-3095",-118.3734,34.4250,183,"MESOWEST","238011"
"051SE","SCE-2925",-117.1623,34.2542,503,"MESOWEST","238012"
"047SE","SCE-2878",-117.1759,34.2583,490,"MESOWEST","238013"
"050SE","SCE-2910",-118.5194,34.8472,280,"MESOWEST","238014"
"052SE","SCE-2940",-117.1988,34.1469,169,"MESOWEST","238015"
"DLCSD","De Luz Creek",-117.3239,33.4292,122,"MESOWEST","238020"
"TWB70","Nansco Farms",-94.1368,32.2239,88,"MESOWEST","238630"
"053SE","SCE-2877",-117.5268,34.3512,1175,"MESOWEST","238631"
"054SE","SCE Shaver L",-119.2924,37.1129,1652,"MESOWEST","238632"
"055SE","SCE-2887",-117.5026,34.2091,504,"MESOWEST","238668"
"SOSSD","Simon Open S",-116.8278,33.0304,600,"MESOWEST","241585"
"RCCSD","Rainbow Cons",-117.1216,33.4265,486,"MESOWEST","241586"
"060SE","SCE-2927",-117.0705,34.2425,648,"MESOWEST","241618"
"A12AI","SORD STATION",-116.1627,37.2342,1942,"MESOWEST","241642"
"MATSD","Matics Field",-117.0296,33.2378,416,"MESOWEST","241643"
"DCOSD","Descanso",-116.6005,32.8547,1066,"MESOWEST","241644"
"062SE","SCE-2867",-117.6975,34.4332,405,"MESOWEST","241645"
"061SE","SCE-3051",-117.2718,34.3258,294,"MESOWEST","241646"
"WINSD","Winterwarm",-117.2054,33.3432,215,"MESOWEST","241652"
"063SE","SCE-3061",-117.1378,33.4376,356,"MESOWEST","241653"
"A4766","Mojave - CA",-118.1628,35.0465,834,"MESOWEST","241657"
"GAVSD","Gavilan Moun",-117.2124,33.4318,505,"MESOWEST","241673"
"GVYSD","Green Valley",-116.5749,32.9090,1214,"MESOWEST","241674"
"DLHSD","De Luz Heigh",-117.2807,33.4311,400,"MESOWEST","241678"
"DAMSD","Morena Dam",-116.5462,32.6852,938,"MESOWEST","241679"
"K2IS","AIRGLADES AI",-81.0468,26.7340,6,"ASOS","241826"
"KLNA","PALM BEACH C",-80.0848,26.5925,4,"ASOS","241828"
"KNRN","NORTON MUNIC",-99.8947,39.8504,726,"ASOS","241829"
"KVGC","HAMILTON MUN",-75.5612,42.8434,346,"ASOS","241830"
"KVHN","CULBERSON CO",-104.7838,31.0578,1206,"ASOS","241831"
"KX26","SEBASTIAN MU",-80.4959,27.8126,6,"ASOS","241832"
"064SE","SCE-3091",-118.9784,37.6285,736,"MESOWEST","242099"
"065SE","SCE-2935",-117.6713,34.4132,462,"MESOWEST","242206"
"067SE","SCE Duarte B",-117.9600,34.1438,53,"MESOWEST","242332"
"066SE","SCE-3037",-117.9712,34.1448,58,"MESOWEST","242333"
"TWB69","Phyllis Thom",-99.3660,29.6749,465,"MESOWEST","242353"
"068SE","SCE-3026",-118.0963,34.2559,1278,"MESOWEST","242421"
"069SE","SCE-3045",-118.1886,34.2080,121,"MESOWEST","242422"
"328C25D2","ACE BASIN",-80.3989,32.6583,3,"RAWS","242423"
"32A16450","ALCALDE",-120.4986,36.1833,832,"RAWS","242425"
"329073AC","ALKALI FLAT",-117.2260,44.0873,760,"RAWS","242427"
"32A28E7E","APPLETON",-88.4592,44.2875,253,"RAWS","242428"
"32B2F1A2","ARCADIA ORCH",-117.3967,47.9075,625,"RAWS","242429"
"32A1D90C","ARNOLD AIR F",-86.0338,35.3213,303,"RAWS","242430"
"AAF00420","AVON PARK AF",-81.3270,27.6897,36,"RAWS","242431"
"3292A030","BALCONES FLY",-98.0820,30.6299,415,"RAWS","242432"
"CA8003E2","BARRETT",-116.6994,32.6675,730,"RAWS","242433"
"32B0223E","BARTON CITY",-83.5876,44.6648,254,"RAWS","242434"
"32B0AAF8","BEAR KNOB",-77.9466,40.9316,679,"RAWS","242435"
"32A18970","BIG BLUE",-118.0162,48.0060,1036,"RAWS","242437"
"32D08E26","BLACK ROCK P",-119.1976,40.7590,1192,"RAWS","242438"
"32B277B6","BLUE HILLS",-71.1105,42.2077,34,"RAWS","242439"
"32B5385A","BLUE MTN LOO",-120.3647,38.3423,1842,"RAWS","242440"
"32B163CE","BOISE WFO",-116.2113,43.5675,912,"RAWS","242441"
"32B03F9A","BROOKLYN",-89.4986,42.8700,244,"RAWS","242444"
"32B5A3EA","BUCKEYE",-105.0367,40.8115,1704,"RAWS","242445"
"AAB72324","BUCKLES",-106.8190,37.1199,2813,"RAWS","242446"
"ADB00D40","CAMP EDWARDS",-70.5641,41.7072,86,"RAWS","242448"
"32B14BF0","CAMP WILLIAM",-75.1511,41.1521,348,"RAWS","242449"
"AAC113DC","CANELO",-110.5192,31.5497,1411,"RAWS","242450"
"FA648318","CATOCTIN MOU",-77.4933,39.6514,453,"RAWS","242453"
"32B15886","CHESTNUT SPR",-77.7026,40.6914,519,"RAWS","242455"
"AA10644C","CITY OF ROCK",-113.6312,42.0910,1623,"RAWS","242457"
"32D7C1CA","CLEARVIEW",-96.1962,35.4254,299,"RAWS","242458"
"A4B001F2","CORDOZA RIDG",-121.5285,37.1683,710,"RAWS","242460"
"32B79384","COVINGTON",-89.5869,35.5892,85,"RAWS","242461"
"32A0B0C2","CRAZY",-110.3843,46.1581,2231,"RAWS","242462"
"32A1FFE0","CUYAMA VALLE",-119.8802,34.9654,773,"RAWS","242463"
"32B0CF1E","DOLL HILL",-78.2365,41.6059,626,"RAWS","242465"
"32D04B38","DRIPPING SPR",-98.0845,30.2187,354,"RAWS","242466"
"32B3754C","DUGWAY-N",-113.0323,40.3873,1583,"RAWS","242467"
"32B37B9E","DUGWAY-S",-112.8909,40.1637,1337,"RAWS","242468"
"32B385C8","DUGWAY-W",-113.1112,40.1156,1325,"RAWS","242469"
"32B7337C","DURBIN CREEK",-82.0970,34.7224,69,"RAWS","242470"
"32A280AC","EAGLE",-88.5159,42.8596,286,"RAWS","242471"
"AAAF336A","FORKS",-124.3850,47.9553,92,"RAWS","242473"
"32A2A892","FORNEY TRAIL",-77.9587,39.9934,305,"RAWS","242474"
"FE100312","FORT GORDON",-82.2122,33.3469,145,"RAWS","242475"
"83704328","FOX TRAIL RI",-115.2569,44.1831,1833,"RAWS","242477"
"DC000612","FRANKTOWN",-104.7508,39.3922,1877,"RAWS","242478"
"32B65460","GAVIOTA",-120.2357,34.4884,268,"RAWS","242479"
"F8E004CA","GLISSON'S PO",-81.8199,32.0746,47,"RAWS","242480"
"32D06DD4","GOLDFIELD",-111.6146,33.5555,426,"RAWS","242481"
"328457E4","GREBE",-110.5132,44.7191,2408,"RAWS","242482"
"32B0B75C","HARVEY GROUS",-113.4239,46.6640,1642,"RAWS","242483"
"2E913092","HENNINGER FL",-118.0936,34.1951,853,"RAWS","242484"
"AAB081E8","HONEYMOON RA",-81.0668,26.1948,4,"RAWS","242485"
"32A0FD1A","INDIANTOWN R",-76.6170,40.4590,216,"RAWS","242488"
"32D0CD2C","JOHN CRAFT",-97.3710,29.9505,152,"RAWS","242489"
"AA1042A0","JUDITH PEAK",-109.2228,47.2175,1959,"RAWS","242490"
"32D3F16A","JUNIPER BUTT",-115.3627,42.3298,1500,"RAWS","242491"
"AA110350","KEYSER RIDGE",-106.0367,39.8906,3109,"RAWS","242492"
"32D03DA8","KYLE-EAST",-97.8205,29.9982,198,"RAWS","242493"
"32A29D08","LA CROSSE",-91.1922,43.8223,366,"RAWS","242494"
"32D0A8CA","LACY",-97.3241,30.3342,170,"RAWS","242495"
"32B0F456","LAKE WOODRUF",-81.3665,29.0982,5,"RAWS","242496"
"32B07C90","LANCASTER",-90.6865,42.8264,331,"RAWS","242497"
"F8E00A18","LAWSON",-81.5947,31.9043,28,"RAWS","242498"
"AAC074C0","LUNA",-108.9432,33.8229,2148,"RAWS","242501"
"32A1F132","MARTIN CREEK",-117.3072,41.6775,1963,"RAWS","242503"
"32D0EBC0","MCKELVIE",-101.1282,42.6894,933,"RAWS","242504"
"32B6F498","MERRELL RIDG",-81.1671,39.6093,250,"RAWS","242505"
"32A2D0D0","MILLER RANCH",-119.0111,34.1484,255,"RAWS","242506"
"AA10C4B4","MONTROSE",-103.7929,42.9230,1138,"RAWS","242508"
"32B76DD2","MOODY FIRE W",-83.1760,30.9823,59,"RAWS","242509"
"32D5E2D2","NAVAJO MONUM",-110.5411,36.6769,2219,"RAWS","242512"
"32D77244","NEWLAN CREEK",-110.8512,46.7369,1718,"RAWS","242513"
"3274D3E4","NORTH MANITO",-85.9782,45.1227,185,"RAWS","242514"
"52014684","NOVATO FIRE",-122.5498,38.1125,147,"RAWS","242515"
"32B525FE","OAK RIDGE",-123.3084,38.7381,576,"RAWS","242518"
"32D3948C","OAK SPRINGS",-112.0771,40.4065,1667,"RAWS","242519"
"32B0C1CC","OBRIEN RIDGE",-113.6666,46.0007,2405,"RAWS","242521"
"32B00A00","OKE-NW",-82.3964,30.9752,38,"RAWS","242522"
"9330E788","OP3 (SAN CLE",-118.4222,32.8338,184,"RAWS","242524"
"CA80250E","PALA",-117.1058,33.3611,139,"RAWS","242526"
"F8E017BC","PEMBROKE",-81.6263,32.1019,22,"RAWS","242527"
"32A1E244","PICKETT STAT",-84.8100,36.5350,524,"RAWS","242528"
"32B353A0","PORTER RANCH",-118.5766,34.3034,603,"RAWS","242529"
"32A206B8","PURISIMA HIL",-120.3914,34.7122,357,"RAWS","242531"
"CF100A3C","REFUGIO",-120.0753,34.5167,446,"RAWS","242532"
"F8E0196E","RICHMOND HIL",-81.3822,31.9775,6,"RAWS","242533"
"32A187A2","ROAN PLATEAU",-107.9177,39.5938,2682,"RAWS","242534"
"92303042","ROBLAR CANYO",-117.3598,33.3722,279,"RAWS","242535"
"32D0BBBC","ROCKY HILL",-97.1148,30.0483,135,"RAWS","242536"
"326B0480","ROSCOMMON",-84.5707,44.4718,358,"RAWS","242537"
"CF1004EE","SAN MARCOS P",-119.7964,34.4913,454,"RAWS","242539"
"32D02EDE","SAN MARCOS-W",-98.0084,29.9391,263,"RAWS","242540"
